ticket_id,customer_id,agent_id,category_id,channel,created_at,resolved_at,resolution_hours,sla_met,escalated,csat_score,status
T03013,CU0498,A012,C06,Email,2025-12-03 14:00:00,2025-12-04 06:36:32.197456130,16.61,1,0,5,Resolved
T03014,CU0722,A011,C03,Web,2025-01-23 12:00:00,2025-01-23 22:26:11.016921638,10.44,1,0,4,Resolved
T03015,CU0458,A017,C06,Web,2025-03-17 10:00:00,2025-03-18 13:21:22.587915463,27.36,1,0,3,Resolved
T03016,CU0372,A015,C06,Email,2025-01-10 10:00:00,2025-01-11 07:25:05.539868284,21.42,1,0,4,Resolved
T03017,CU0669,A013,C05,Chat,2025-06-22 17:00:00,2025-06-25 07:10:35.695939047,62.18,0,0,3,Resolved
T03018,CU0189,A018,C03,Chat,2025-08-07 10:00:00,2025-08-08 06:01:26.269801525,20.02,1,0,5,Resolved
T03019,CU0565,A001,C05,Chat,2025-04-28 14:00:00,2025-04-29 21:49:48.250340814,31.83,1,0,5,Resolved
T03020,CU0568,A010,C06,Email,2025-01-27 18:00:00,2025-01-28 07:23:01.884478002,13.38,1,0,3,Resolved
T03021,CU0250,A001,C03,Chat,2025-02-12 19:00:00,2025-02-13 09:27:10.627635762,14.45,1,0,4,Resolved
T03022,CU0231,A015,C06,Chat,2025-12-07 11:00:00,2025-12-08 14:04:21.341565188,27.07,1,0,5,Resolved
T03023,CU0076,A003,C06,Chat,2025-10-22 09:00:00,2025-10-23 06:08:20.596277547,21.14,1,0,4,Resolved
T03024,CU0134,A011,C04,Email,2025-12-08 18:00:00,2025-12-09 02:50:26.404586268,8.84,1,0,5,Resolved
T03025,CU0086,A015,C05,Chat,2025-07-13 16:00:00,2025-07-15 22:14:34.233817945,54.24,0,0,5,Resolved
T03026,CU0555,A012,C04,Email,2025-07-19 12:00:00,2025-07-20 15:50:19.188558308,27.84,0,0,4,Resolved
T03027,CU0110,A002,C06,Chat,2025-10-14 15:00:00,2025-10-15 17:41:07.002138919,26.69,1,0,4,Resolved
T03028,CU0462,A009,C06,Email,2025-08-14 10:00:00,2025-08-17 01:11:21.294788834,63.19,0,0,2,Resolved
T03029,CU0101,A015,C01,Email,2025-06-09 17:00:00,2025-06-10 03:34:55.511127868,10.58,1,0,5,Resolved
T03030,CU0706,A018,C01,Chat,2025-04-17 17:00:00,2025-04-18 06:01:54.857003318,13.03,0,0,5,Resolved
T03031,CU0610,A017,C03,Email,2025-06-27 11:00:00,2025-06-27 23:55:14.924775619,12.92,1,0,5,Resolved
T03032,CU0264,A015,C06,Email,2025-01-24 14:00:00,2025-01-25 12:46:37.790156265,22.78,1,0,4,Resolved
T03033,CU0662,A006,C03,Chat,2025-03-12 12:00:00,2025-03-13 03:31:02.822238991,15.52,1,0,4,Resolved
T03034,CU0203,A014,C06,Web,2025-09-27 08:00:00,2025-09-29 08:16:58.029271968,48.28,0,0,5,Resolved
T03035,CU0572,A004,C04,Email,2025-11-13 09:00:00,2025-11-14 00:42:46.384098980,15.71,1,0,5,Resolved
T03036,CU0577,A006,C03,Email,2025-02-07 20:00:00,2025-02-08 13:59:02.798577794,17.98,1,0,5,Resolved
T03037,CU0393,A006,C06,Chat,2025-02-05 13:00:00,2025-02-07 10:15:06.837591880,45.25,0,1,4,Resolved
T03038,CU0631,A009,C04,Chat,2025-02-01 09:00:00,2025-02-01 17:32:12.783571911,8.54,1,0,5,Resolved
T03039,CU0854,A016,C03,Chat,2025-10-16 08:00:00,2025-10-17 09:19:15.522690417,25.32,0,0,5,Resolved
T03040,CU0373,A016,C01,Chat,2025-04-24 12:00:00,2025-04-25 00:38:09.868740777,12.64,0,0,5,Resolved
T03041,CU0256,A017,C01,Email,2025-04-30 20:00:00,2025-05-01 09:14:20.339811412,13.24,0,1,4,Resolved
T03042,CU0399,A017,C01,Web,2025-01-05 13:00:00,2025-01-05 21:29:52.405433552,8.5,1,0,4,Resolved
T03043,CU0512,A001,C03,Chat,2025-12-21 20:00:00,2025-12-22 19:26:04.161875870,23.43,1,0,3,Resolved
T03044,CU0112,A018,C05,Email,2025-06-08 14:00:00,2025-06-09 15:17:35.562702267,25.29,1,1,4,Resolved
T03045,CU0864,A016,C03,Email,2025-10-19 17:00:00,2025-10-20 11:35:14.133538802,18.59,1,0,4,Resolved
T03046,CU0423,A014,C01,Email,2025-09-16 18:00:00,2025-09-17 05:43:21.897295687,11.72,1,0,5,Resolved
T03047,CU0868,A002,C02,Web,2025-02-21 08:00:00,2025-02-21 15:41:47.666023602,7.7,1,0,5,Resolved
T03048,CU0866,A014,C03,Chat,2025-10-20 08:00:00,2025-10-21 05:02:50.580960957,21.05,1,0,4,Resolved
T03049,CU0058,A013,C06,Email,2025-07-20 19:00:00,2025-07-21 16:31:35.181496102,21.53,1,0,5,Resolved
T03050,CU0103,A002,C03,Chat,2025-08-09 20:00:00,2025-08-10 13:56:54.835323288,17.95,1,0,5,Resolved
T03051,CU0164,A004,C01,Chat,2025-03-15 09:00:00,2025-03-15 17:08:39.939653572,8.14,1,0,5,Resolved
T03052,CU0512,A014,C05,Chat,2025-11-06 16:00:00,2025-11-07 14:18:45.704602785,22.31,1,0,5,Resolved
T03053,CU0319,A004,C06,Chat,2025-12-07 20:00:00,2025-12-08 21:56:46.318020810,25.95,1,0,5,Resolved
T03054,CU0017,A007,C06,Chat,2025-05-29 20:00:00,2025-05-31 03:25:38.323827105,31.43,1,1,4,Resolved
T03055,CU0508,A011,C06,Chat,2025-02-03 11:00:00,2025-02-04 04:17:03.200750635,17.28,1,0,4,Resolved
T03056,CU0293,A016,C06,Chat,2025-11-06 18:00:00,2025-11-08 02:16:49.916046025,32.28,1,0,5,Resolved
T03057,CU0760,A006,C05,Chat,2025-11-20 16:00:00,2025-11-21 13:58:46.720433190,21.98,1,0,5,Resolved
T03058,CU0686,A001,C06,Chat,2025-07-04 20:00:00,2025-07-09 05:43:29.020520211,105.72,0,0,2,Resolved
T03059,CU0761,A016,C01,Chat,2025-07-31 09:00:00,2025-07-31 18:44:51.888067526,9.75,1,0,5,Resolved
T03060,CU0511,A017,C06,Email,2025-03-23 15:00:00,2025-03-24 05:45:29.233053896,14.76,1,0,5,Resolved
T03061,CU0627,A016,C06,Email,2025-01-25 08:00:00,2025-01-26 00:03:12.318882084,16.05,1,0,5,Resolved
T03062,CU0074,A009,C06,Web,2025-12-11 12:00:00,2025-12-13 05:54:00.182072188,41.9,0,0,5,Resolved
T03063,CU0684,A013,C04,Web,2025-06-26 08:00:00,2025-06-26 19:09:47.730380907,11.16,1,1,5,Resolved
T03064,CU0407,A003,C06,Web,2025-04-11 13:00:00,2025-04-12 02:32:01.282980390,13.53,1,0,5,Resolved
T03065,CU0004,A012,C02,Email,2025-09-11 18:00:00,2025-09-12 20:18:49.171052552,26.31,0,0,5,Resolved
T03066,CU0072,A011,C05,Chat,2025-01-10 16:00:00,2025-01-11 17:42:45.157361184,25.71,1,0,4,Resolved
T03067,CU0278,A012,C03,Chat,2025-01-30 12:00:00,2025-01-31 10:48:40.359470515,22.81,1,0,3,Resolved
T03068,CU0337,A013,C05,Web,2025-03-30 13:00:00,2025-04-01 12:13:41.646533210,47.23,1,0,4,Resolved
T03069,CU0188,A017,C05,Web,2025-06-14 12:00:00,2025-06-15 23:04:30.905480424,35.08,1,0,5,Resolved
T03070,CU0693,A015,C03,Chat,2025-05-14 17:00:00,2025-05-17 05:57:37.013775249,60.96,0,1,3,Resolved
T03071,CU0403,A001,C02,Email,2025-03-10 11:00:00,2025-03-10 17:26:33.151781310,6.44,1,0,4,Resolved
T03072,CU0233,A013,C03,Chat,2025-05-09 09:00:00,2025-05-09 20:45:54.287500122,11.77,1,0,5,Resolved
T03073,CU0607,A014,C05,Chat,2025-05-02 14:00:00,2025-05-03 23:42:19.743257746,33.71,1,1,4,Resolved
T03074,CU0409,A010,C05,Email,2025-07-11 18:00:00,2025-07-17 03:31:37.412236016,129.53,0,0,2,Resolved
T03075,CU0701,A012,C05,Chat,2025-07-25 14:00:00,2025-07-30 22:17:33.405513802,128.29,0,1,2,Resolved
T03076,CU0451,A002,C01,Chat,2025-11-19 10:00:00,2025-11-20 00:17:13.323394777,14.29,0,0,5,Resolved
T03077,CU0675,A005,C06,Email,2025-10-22 08:00:00,2025-10-23 01:29:17.122345832,17.49,1,0,5,Resolved
T03078,CU0768,A016,C05,Email,2025-04-17 20:00:00,2025-04-18 23:52:52.701793010,27.88,1,1,5,Resolved
T03079,CU0072,A001,C01,Web,2025-11-26 17:00:00,2025-11-26 22:30:36.493976142,5.51,1,0,5,Resolved
T03080,CU0110,A018,C03,Chat,2025-07-10 10:00:00,2025-07-11 01:17:42.294294322,15.3,1,0,5,Resolved
T03081,CU0658,A005,C04,Chat,2025-03-10 08:00:00,2025-03-11 05:32:00.792564820,21.53,0,0,5,Resolved
T03082,CU0496,A015,C03,Email,2025-05-05 09:00:00,2025-05-06 03:35:06.949638657,18.59,1,1,4,Resolved
T03083,CU0217,A004,C01,Email,2025-09-28 12:00:00,2025-09-28 21:44:20.014426863,9.74,1,0,5,Resolved
T03084,CU0028,A001,C02,Web,2025-10-27 18:00:00,2025-10-28 13:50:11.950493089,19.84,1,0,5,Resolved
T03085,CU0860,A011,C01,Chat,2025-05-17 10:00:00,2025-05-17 13:47:03.384964755,3.78,1,0,3,Resolved
T03086,CU0085,A014,C01,Chat,2025-02-27 18:00:00,2025-02-28 02:11:30.435980017,8.19,1,0,5,Resolved
T03087,CU0417,A002,C02,Chat,2025-03-12 08:00:00,2025-03-12 16:32:45.652747376,8.55,1,0,5,Resolved
T03088,CU0199,A005,C06,Chat,2025-02-07 17:00:00,2025-02-08 14:53:52.311408885,21.9,1,0,4,Resolved
T03089,CU0357,A006,C04,Chat,2025-09-13 11:00:00,2025-09-13 21:48:51.351762139,10.81,1,0,3,Resolved
T03090,CU0648,A018,C04,Chat,2025-07-03 20:00:00,2025-07-04 08:53:26.926180465,12.89,1,1,4,Resolved
T03091,CU0459,A006,C05,Chat,2025-06-14 14:00:00,2025-06-16 00:18:43.678071338,34.31,1,0,4,Resolved
T03092,CU0037,A002,C04,Chat,2025-09-03 11:00:00,2025-09-04 02:33:13.478425642,15.55,1,0,5,Resolved
T03093,CU0079,A018,C01,Email,2025-10-30 11:00:00,2025-10-30 18:14:47.496076004,7.25,1,0,5,Resolved
T03094,CU0851,A002,C02,Chat,2025-10-18 18:00:00,2025-10-19 10:32:28.977750967,16.54,1,0,4,Resolved
T03095,CU0227,A009,C02,Web,2025-02-20 13:00:00,2025-02-20 22:28:13.768705876,9.47,1,0,3,Resolved
T03096,CU0385,A004,C05,Email,2025-08-04 12:00:00,2025-08-07 17:37:40.250540730,77.63,0,1,3,Resolved
T03097,CU0707,A005,C04,Chat,2025-11-19 17:00:00,2025-11-20 03:01:30.856773590,10.03,1,0,5,Resolved
T03098,CU0755,A014,C03,Chat,2025-10-10 14:00:00,2025-10-11 03:40:29.773187382,13.67,1,0,5,Resolved
T03099,CU0256,A003,C04,Chat,2025-05-01 16:00:00,2025-05-01 23:41:33.220972132,7.69,1,0,5,Resolved
T03100,CU0200,A012,C06,Chat,2025-05-24 13:00:00,2025-05-25 11:25:35.696486625,22.43,1,0,4,Resolved
T03101,CU0394,A011,C03,Email,2025-11-21 08:00:00,2025-11-22 23:26:55.308069744,39.45,0,0,5,Resolved
T03102,CU0305,A014,C04,Web,2025-01-12 08:00:00,2025-01-12 18:41:27.669671120,10.69,1,0,5,Resolved
T03103,CU0631,A003,C04,Chat,2025-07-11 08:00:00,2025-07-11 16:24:46.667674130,8.41,1,0,4,Resolved
T03104,CU0655,A007,C05,Chat,2025-02-12 15:00:00,2025-02-14 13:52:25.156986319,46.87,1,0,3,Resolved
T03105,CU0235,A001,C05,Web,2025-11-23 14:00:00,2025-11-24 15:04:07.261552217,25.07,1,0,5,Resolved
T03106,CU0342,A016,C05,Chat,2025-01-15 17:00:00,2025-01-17 11:58:16.241310897,42.97,1,1,4,Resolved
T03107,CU0658,A018,C02,Chat,2025-01-09 19:00:00,2025-01-10 05:39:36.447589022,10.66,1,0,4,Resolved
T03108,CU0457,A009,C04,Chat,2025-05-01 10:00:00,2025-05-02 05:34:29.296937420,19.57,0,0,4,Resolved
T03109,CU0496,A010,C06,Chat,2025-03-15 20:00:00,2025-03-16 15:09:50.428655625,19.16,1,0,5,Resolved
T03110,CU0729,A003,C03,Chat,2025-06-30 20:00:00,2025-07-02 03:53:19.058183826,31.89,0,0,4,Resolved
T03111,CU0587,A016,C06,Web,2025-04-20 16:00:00,2025-04-21 07:35:28.427166160,15.59,1,0,5,Resolved
T03112,CU0586,A014,C03,Email,2025-05-11 14:00:00,2025-05-12 04:54:02.374026595,14.9,1,0,5,Resolved
T03113,CU0434,A003,C04,Chat,2025-07-26 10:00:00,2025-07-27 12:26:12.144562648,26.44,0,0,4,Resolved
T03114,CU0753,A010,C04,Web,2025-07-24 10:00:00,2025-07-25 01:11:12.869399450,15.19,1,0,5,Resolved
T03115,CU0021,A004,C04,Chat,2025-12-08 08:00:00,2025-12-09 14:34:15.941110620,30.57,0,0,5,Resolved
T03116,CU0078,A011,C06,Chat,2025-06-25 16:00:00,2025-06-26 14:08:54.029788288,22.15,1,0,4,Resolved
T03117,CU0609,A012,C02,Web,2025-07-25 13:00:00,2025-07-26 09:07:02.754366294,20.12,1,0,4,Resolved
T03118,CU0548,A007,C04,Email,2025-09-05 10:00:00,2025-09-06 19:11:02.960411946,33.18,0,0,5,Resolved
T03119,CU0252,A008,C05,Email,2025-03-05 09:00:00,2025-03-06 00:41:06.955147888,15.69,1,0,5,Resolved
T03120,CU0542,A013,C06,Chat,2025-09-01 08:00:00,2025-09-02 02:04:12.632421799,18.07,1,0,4,Resolved
T03121,CU0097,A003,C05,Chat,2025-11-11 16:00:00,2025-11-12 13:40:18.218521369,21.67,1,0,5,Resolved
T03122,CU0547,A001,C06,Web,2025-04-27 16:00:00,2025-04-29 11:58:49.489675539,43.98,0,1,3,Resolved
T03123,CU0326,A008,C06,Chat,2025-03-07 16:00:00,2025-03-08 04:06:53.931879360,12.11,1,0,5,Resolved
T03124,CU0530,A009,C03,Web,2025-05-07 09:00:00,2025-05-08 07:14:23.435560935,22.24,1,0,4,Resolved
T03125,CU0307,A006,C06,Email,2025-04-11 08:00:00,2025-04-12 15:41:11.755301046,31.69,1,0,4,Resolved
T03126,CU0652,A008,C06,Chat,2025-08-02 09:00:00,2025-08-06 06:28:40.743372705,93.48,0,0,3,Resolved
T03127,CU0101,A002,C02,Web,2025-11-12 17:00:00,2025-11-13 15:24:37.473018685,22.41,1,0,5,Resolved
T03128,CU0760,A014,C05,Web,2025-08-06 17:00:00,2025-08-09 00:09:25.331759830,55.16,0,0,5,Resolved
T03129,CU0446,A014,C03,Web,2025-02-15 11:00:00,2025-02-16 18:20:15.868835728,31.34,0,0,4,Resolved
T03130,CU0207,A005,C05,Chat,2025-04-25 08:00:00,2025-04-27 08:11:57.538753458,48.2,0,1,2,Resolved
T03131,CU0866,A012,C01,Email,2025-09-09 12:00:00,2025-09-09 20:19:30.211563849,8.33,1,0,5,Resolved
T03132,CU0095,A005,C05,Chat,2025-05-01 18:00:00,2025-05-02 12:31:16.225511574,18.52,1,0,5,Resolved
T03133,CU0484,A008,C04,Chat,2025-08-03 09:00:00,2025-08-03 19:53:51.291249576,10.9,1,0,5,Resolved
T03134,CU0067,A006,C05,Web,2025-09-11 18:00:00,2025-09-13 15:59:08.188697040,45.99,1,0,4,Resolved
T03135,CU0810,A018,C01,Web,2025-05-01 14:00:00,2025-05-01 22:39:19.951656753,8.66,1,0,5,Resolved
T03136,CU0143,A009,C05,Chat,2025-08-25 09:00:00,2025-08-26 06:51:13.659626383,21.85,1,1,4,Resolved
T03137,CU0227,A012,C04,Email,2025-05-26 20:00:00,2025-05-27 05:57:54.508281422,9.97,1,0,5,Resolved
T03138,CU0591,A004,C05,Web,2025-02-19 14:00:00,2025-02-21 04:18:34.469253298,38.31,1,1,3,Resolved
T03139,CU0797,A017,C03,Email,2025-05-16 16:00:00,2025-05-17 13:44:59.329497847,21.75,1,0,3,Resolved
T03140,CU0375,A013,C02,Chat,2025-06-10 09:00:00,2025-06-11 14:06:39.769473603,29.11,0,0,5,Resolved
T03141,CU0235,A002,C04,Chat,2025-01-01 12:00:00,2025-01-01 23:57:30.472620004,11.96,1,0,5,Resolved
T03142,CU0315,A006,C06,Chat,2025-11-22 16:00:00,2025-11-23 08:36:10.150213114,16.6,1,0,4,Resolved
T03143,CU0826,A010,C02,Web,2025-07-12 16:00:00,2025-07-12 23:54:26.146251277,7.91,1,0,5,Resolved
T03144,CU0819,A008,C05,Chat,2025-01-14 08:00:00,2025-01-16 02:13:49.712861974,42.23,1,0,4,Resolved
T03145,CU0111,A015,C01,Chat,2025-11-13 15:00:00,2025-11-13 21:36:03.170737101,6.6,1,1,4,Resolved
T03146,CU0811,A011,C05,Email,2025-11-09 20:00:00,2025-11-11 17:47:23.689687848,45.79,1,0,4,Resolved
T03147,CU0757,A011,C02,Email,2025-01-05 18:00:00,2025-01-06 20:15:21.776163915,26.26,0,0,5,Resolved
T03148,CU0486,A007,C04,Web,2025-03-01 10:00:00,2025-03-01 15:29:26.636151588,5.49,1,0,5,Resolved
T03149,CU0230,A016,C03,Web,2025-05-13 19:00:00,2025-05-14 16:48:43.570507406,21.81,1,0,4,Resolved
T03150,CU0413,A013,C01,Email,2025-07-05 16:00:00,,18.32,0,0,4,Open
T03151,CU0698,A013,C03,Web,2025-09-22 08:00:00,2025-09-23 18:25:12.412327839,34.42,0,0,4,Resolved
T03152,CU0244,A012,C03,Email,2025-06-04 09:00:00,2025-06-04 15:37:05.976687018,6.62,1,0,5,Resolved
T03153,CU0310,A012,C04,Email,2025-08-12 19:00:00,2025-08-13 04:35:20.238527796,9.59,1,0,5,Resolved
T03154,CU0414,A014,C06,Chat,2025-01-04 10:00:00,2025-01-05 00:03:08.710701883,14.05,1,0,5,Resolved
T03155,CU0061,A005,C04,Chat,2025-08-29 09:00:00,2025-08-30 02:49:11.786278188,17.82,1,0,5,Resolved
T03156,CU0370,A010,C06,Chat,2025-12-01 13:00:00,2025-12-02 19:06:37.676134130,30.11,1,0,5,Resolved
T03157,CU0121,A003,C04,Web,2025-07-12 14:00:00,2025-07-12 18:10:53.911400037,4.18,1,0,5,Resolved
T03158,CU0007,A007,C01,Chat,2025-06-16 15:00:00,2025-06-16 21:59:13.603272212,6.99,1,0,5,Resolved
T03159,CU0349,A006,C02,Chat,2025-04-19 16:00:00,2025-04-20 12:04:23.206464937,20.07,1,0,5,Resolved
T03160,CU0683,A004,C03,Web,2025-12-15 20:00:00,2025-12-16 14:10:14.005412148,18.17,1,0,5,Resolved
T03161,CU0885,A010,C03,Email,2025-01-13 17:00:00,2025-01-14 11:09:23.716000814,18.16,1,0,5,Resolved
T03162,CU0395,A008,C06,Email,2025-04-15 08:00:00,2025-04-16 05:12:47.904619734,21.21,1,0,4,Resolved
T03163,CU0679,A009,C05,Email,2025-02-20 09:00:00,2025-02-21 04:14:56.723592008,19.25,1,0,4,Resolved
T03164,CU0201,A016,C05,Chat,2025-11-13 08:00:00,2025-11-14 14:45:46.735168165,30.76,1,0,5,Resolved
T03165,CU0573,A007,C04,Chat,2025-06-26 13:00:00,2025-06-27 00:15:39.271514598,11.26,1,0,5,Resolved
T03166,CU0600,A003,C03,Email,2025-12-03 12:00:00,2025-12-04 10:25:22.046086041,22.42,1,0,4,Resolved
T03167,CU0300,A015,C05,Web,2025-08-31 20:00:00,2025-09-03 12:03:28.284327968,64.06,0,0,5,Resolved
T03168,CU0403,A004,C01,Chat,2025-07-23 12:00:00,2025-07-23 22:38:36.212277980,10.64,1,0,4,Resolved
T03169,CU0604,A018,C02,Chat,2025-07-08 08:00:00,2025-07-09 13:19:49.614307212,29.33,0,0,3,Resolved
T03170,CU0283,A012,C03,Chat,2025-03-15 19:00:00,2025-03-16 09:21:38.620008039,14.36,1,0,4,Resolved
T03171,CU0544,A005,C02,Email,2025-07-25 11:00:00,2025-07-25 20:21:24.581033640,9.36,1,0,4,Resolved
T03172,CU0208,A011,C05,Chat,2025-09-08 19:00:00,2025-09-11 05:02:03.826201433,58.03,0,0,4,Resolved
T03173,CU0483,A017,C01,Chat,2025-12-19 18:00:00,2025-12-20 02:28:05.348361928,8.47,1,0,4,Resolved
T03174,CU0054,A017,C02,Chat,2025-07-20 19:00:00,2025-07-21 17:24:38.363985835,22.41,1,0,5,Resolved
T03175,CU0402,A008,C06,Email,2025-12-09 18:00:00,2025-12-10 08:09:08.053947615,14.15,1,0,5,Resolved
T03176,CU0453,A001,C06,Email,2025-12-11 09:00:00,2025-12-14 05:16:40.140553018,68.28,0,1,3,Resolved
T03177,CU0745,A002,C04,Chat,2025-07-10 16:00:00,2025-07-11 15:38:57.376084020,23.65,0,1,3,Resolved
T03178,CU0338,A016,C04,Chat,2025-06-10 13:00:00,2025-06-10 22:39:46.539546346,9.66,1,0,5,Resolved
T03179,CU0006,A012,C06,Chat,2025-02-22 16:00:00,2025-02-23 08:24:37.831625550,16.41,1,0,5,Resolved
T03180,CU0037,A014,C01,Email,2025-04-09 17:00:00,2025-04-10 05:59:23.099600202,12.99,0,0,3,Resolved
T03181,CU0486,A013,C04,Chat,2025-11-17 14:00:00,2025-11-17 20:41:59.791229584,6.7,1,0,5,Resolved
T03182,CU0732,A014,C01,Web,2025-02-20 12:00:00,2025-02-21 10:07:57.684932983,22.13,0,0,3,Resolved
T03183,CU0802,A010,C03,Chat,2025-05-25 19:00:00,2025-05-26 07:54:02.034568609,12.9,1,0,4,Resolved
T03184,CU0728,A007,C06,Email,2025-09-13 16:00:00,2025-09-17 01:53:53.719087668,81.9,0,0,4,Resolved
T03185,CU0306,A005,C06,Chat,2025-03-29 19:00:00,2025-03-30 18:00:30.509607956,23.01,1,0,5,Resolved
T03186,CU0442,A006,C06,Email,2025-12-22 11:00:00,2025-12-24 13:55:03.947307873,50.92,0,0,4,Resolved
T03187,CU0800,A014,C05,Email,2025-08-26 18:00:00,2025-08-28 03:38:18.557432131,33.64,1,0,4,Resolved
T03188,CU0756,A001,C05,Chat,2025-01-11 12:00:00,2025-01-12 19:15:49.983448453,31.26,1,0,4,Resolved
T03189,CU0409,A003,C06,Chat,2025-04-01 13:00:00,2025-04-03 08:48:36.280792188,43.81,0,1,4,Resolved
T03190,CU0433,A015,C05,Chat,2025-09-28 19:00:00,2025-10-01 10:04:23.628023871,63.07,0,0,3,Resolved
T03191,CU0063,A012,C04,Chat,2025-11-12 12:00:00,2025-11-13 06:03:06.005284974,18.05,0,0,4,Resolved
T03192,CU0153,A003,C03,Web,2025-12-05 11:00:00,2025-12-06 00:39:05.473064134,13.65,1,0,4,Resolved
T03193,CU0477,A001,C04,Email,2025-11-07 19:00:00,2025-11-08 06:25:40.493757756,11.43,1,0,5,Resolved
T03194,CU0466,A005,C02,Email,2025-01-28 20:00:00,2025-01-29 20:33:10.635809551,24.55,0,0,4,Resolved
T03195,CU0518,A003,C04,Chat,2025-09-24 12:00:00,2025-09-24 22:15:04.157734046,10.25,1,0,4,Resolved
T03196,CU0282,A005,C02,Chat,2025-02-10 11:00:00,2025-02-11 05:06:51.422974380,18.11,1,0,4,Resolved
T03197,CU0205,A015,C04,Email,2025-01-28 10:00:00,2025-01-28 19:58:00.967810386,9.97,1,0,5,Resolved
T03198,CU0408,A016,C02,Chat,2025-09-10 08:00:00,2025-09-11 03:39:34.205199307,19.66,1,0,4,Resolved
T03199,CU0791,A006,C03,Chat,2025-06-24 15:00:00,2025-06-25 08:39:33.377306763,17.66,1,0,4,Resolved
T03200,CU0874,A006,C04,Chat,2025-08-25 11:00:00,2025-08-25 20:52:30.768673591,9.88,1,0,5,Resolved
T03201,CU0048,A015,C02,Chat,2025-11-07 19:00:00,2025-11-08 07:27:01.110216330,12.45,1,0,5,Resolved
T03202,CU0320,A008,C06,Web,2025-01-26 10:00:00,2025-01-27 12:41:05.397525585,26.68,1,0,3,Resolved
T03203,CU0470,A004,C04,Chat,2025-07-12 16:00:00,2025-07-13 05:26:38.237451662,13.44,1,0,5,Resolved
T03204,CU0195,A014,C03,Chat,2025-11-01 14:00:00,2025-11-03 00:29:58.161533953,34.5,0,0,5,Resolved
T03205,CU0318,A009,C01,Chat,2025-06-10 15:00:00,2025-06-11 03:36:10.194820714,12.6,0,0,4,Resolved
T03206,CU0116,A017,C06,Chat,2025-07-11 09:00:00,2025-07-13 04:01:23.839140720,43.02,0,0,4,Resolved
T03207,CU0418,A016,C05,Chat,2025-07-01 14:00:00,2025-07-03 06:31:12.163090116,40.52,1,1,3,Resolved
T03208,CU0796,A015,C04,Chat,2025-11-28 16:00:00,2025-11-28 23:35:30.921773535,7.59,1,0,5,Resolved
T03209,CU0836,A018,C02,Chat,2025-01-19 12:00:00,2025-01-20 22:01:51.651647760,34.03,0,0,4,Resolved
T03210,CU0014,A010,C05,Chat,2025-11-17 19:00:00,2025-11-18 14:40:43.456424599,19.68,1,0,5,Resolved
T03211,CU0574,A010,C06,Email,2025-10-25 14:00:00,2025-10-26 16:18:51.492824938,26.31,1,0,4,Resolved
T03212,CU0817,A001,C03,Email,2025-10-24 12:00:00,2025-10-25 07:59:53.375725806,20.0,1,0,4,Resolved
T03213,CU0692,A004,C01,Email,2025-05-31 08:00:00,2025-05-31 14:57:15.122626549,6.95,1,0,5,Resolved
T03214,CU0056,A003,C01,Chat,2025-07-08 10:00:00,2025-07-08 16:31:22.225447200,6.52,1,0,5,Resolved
T03215,CU0351,A017,C01,Chat,2025-05-15 14:00:00,2025-05-15 19:37:10.106175597,5.62,1,0,4,Resolved
T03216,CU0678,A005,C05,Web,2025-04-02 13:00:00,2025-04-03 13:14:28.868790480,24.24,1,0,5,Resolved
T03217,CU0882,A012,C06,Chat,2025-11-16 19:00:00,2025-11-17 17:09:49.246359980,22.16,1,1,5,Resolved
T03218,CU0265,A008,C06,Chat,2025-07-04 18:00:00,2025-07-07 14:37:46.705685336,68.63,0,0,4,Resolved
T03219,CU0255,A014,C06,Chat,2025-09-22 10:00:00,2025-09-24 07:52:42.254020617,45.88,0,1,5,Resolved
T03220,CU0225,A007,C02,Chat,2025-02-06 15:00:00,2025-02-07 02:03:36.471344781,11.06,1,0,5,Resolved
T03221,CU0806,A017,C06,Email,2025-10-15 13:00:00,2025-10-16 15:13:57.740819476,26.23,1,0,4,Resolved
T03222,CU0162,A010,C03,Email,2025-08-29 09:00:00,2025-08-30 20:51:20.763690386,35.86,0,1,3,Resolved
T03223,CU0330,A005,C03,Chat,2025-12-31 16:00:00,2026-01-01 06:33:28.475361730,14.56,1,0,4,Resolved
T03224,CU0122,A008,C05,Chat,2025-02-18 14:00:00,2025-02-20 12:31:11.407093874,46.52,1,0,3,Resolved
T03225,CU0846,A007,C01,Chat,2025-07-17 09:00:00,2025-07-17 14:46:45.542480347,5.78,1,0,5,Resolved
T03226,CU0060,A014,C06,Chat,2025-07-06 14:00:00,2025-07-09 20:02:14.537605808,78.04,0,1,3,Resolved
T03227,CU0457,A006,C06,Web,2025-07-16 17:00:00,,37.61,0,0,5,Open
T03228,CU0140,A001,C06,Email,2025-01-20 12:00:00,2025-01-21 17:50:53.153456492,29.85,1,1,5,Resolved
T03229,CU0367,A015,C06,Chat,2025-06-22 12:00:00,2025-06-23 06:18:07.795317646,18.3,1,0,4,Resolved
T03230,CU0530,A018,C03,Chat,2025-04-20 09:00:00,2025-04-20 18:47:00.018586273,9.78,1,0,4,Resolved
T03231,CU0629,A005,C01,Email,2025-08-14 10:00:00,2025-08-14 14:50:13.279311276,4.84,1,0,5,Resolved
